Time [ms],Date,Time,Rel.Time [s],Infinity|RESP.RR [BREATHS_PER_MIN],Infinity|ECG.PVC_RATE [BEATS_PER_MIN],Infinity|ECG.ST_LEAD_DERIVED_V5 [MM],Infinity|ECG.ST_LEAD_DERIVED_V2 [MM],Infinity|ECG.HR [BEATS_PER_MIN],Infinity|ECG.PP [PERCENT],Infinity|ECG.ARR [BEATS_PER_MIN],Infinity|NIBP.SYSTOLIC [MMHG],Infinity|NIBP.MEAN [MMHG],Infinity|NIBP.DIASTOLIC [MMHG],Infinity|SPO2.Pr [BEATS_PER_MIN],Infinity|SPO2.SATURATION [PERCENT]
1642294760636,2022-01-16,01:59:20.636,7608,46.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,97.0000
1642294761667,2022-01-16,01:59:21.667,7609,44.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,97.0000
1642294762666,2022-01-16,01:59:22.666,7610,44.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,97.0000
1642294763651,2022-01-16,01:59:23.651,7611,44.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,97.0000
1642294764650,2022-01-16,01:59:24.650,7612,44.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,97.0000
1642294765666,2022-01-16,01:59:25.666,7613,43.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294766650,2022-01-16,01:59:26.650,7614,44.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294767650,2022-01-16,01:59:27.650,7615,44.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294768649,2022-01-16,01:59:28.649,7616,43.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294769649,2022-01-16,01:59:29.649,7617,43.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294770649,2022-01-16,01:59:30.649,7618,41.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294771633,2022-01-16,01:59:31.633,7619,41.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294772648,2022-01-16,01:59:32.648,7620,41.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294773648,2022-01-16,01:59:33.648,7621,41.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294774648,2022-01-16,01:59:34.648,7622,43.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294775648,2022-01-16,01:59:35.648,7623,43.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294776648,2022-01-16,01:59:36.648,7624,43.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294777647,2022-01-16,01:59:37.647,7625,41.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294778647,2022-01-16,01:59:38.647,7626,41.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294779678,2022-01-16,01:59:39.678,7627,36.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294780662,2022-01-16,01:59:40.662,7628,36.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,98.0000
1642294781646,2022-01-16,01:59:41.646,7629,39.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,98.0000
1642294782646,2022-01-16,01:59:42.646,7630,43.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,98.0000
1642294783677,2022-01-16,01:59:43.677,7631,43.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,98.0000
1642294784646,2022-01-16,01:59:44.646,7632,43.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,98.0000
1642294785645,2022-01-16,01:59:45.645,7633,44.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294786661,2022-01-16,01:59:46.661,7634,44.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294787645,2022-01-16,01:59:47.645,7635,38.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294788660,2022-01-16,01:59:48.660,7636,38.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294789676,2022-01-16,01:59:49.676,7637,38.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294790644,2022-01-16,01:59:50.644,7638,33.0000,1.0000,0.1000,0.1000,140.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642294791660,2022-01-16,01:59:51.660,7639,33.0000,1.0000,0.1000,0.1000,140.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642294792675,2022-01-16,01:59:52.675,7640,33.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642294793644,2022-01-16,01:59:53.644,7641,37.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642294794643,2022-01-16,01:59:54.643,7642,37.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642294795643,2022-01-16,01:59:55.643,7643,35.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294796643,2022-01-16,01:59:56.643,7644,37.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294797643,2022-01-16,01:59:57.643,7645,38.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294798642,2022-01-16,01:59:58.642,7646,38.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294799658,2022-01-16,01:59:59.658,7647,36.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294800658,2022-01-16,02:00:00.658,7648,43.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294801642,2022-01-16,02:00:01.642,7649,49.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294802641,2022-01-16,02:00:02.641,7650,53.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294803657,2022-01-16,02:00:03.657,7651,51.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294804672,2022-01-16,02:00:04.672,7652,51.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,98.0000
1642294805656,2022-01-16,02:00:05.656,7653,51.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,98.0000
1642294806656,2022-01-16,02:00:06.656,7654,51.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,98.0000
1642294807672,2022-01-16,02:00:07.672,7655,49.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,98.0000
1642294808640,2022-01-16,02:00:08.640,7656,49.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,98.0000
1642294809655,2022-01-16,02:00:09.655,7657,49.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,98.0000
1642294810671,2022-01-16,02:00:10.671,7658,48.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,98.0000
1642294811639,2022-01-16,02:00:11.639,7659,46.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,98.0000
1642294812655,2022-01-16,02:00:12.655,7660,45.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,98.0000
1642294813670,2022-01-16,02:00:13.670,7661,45.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,98.0000
1642294814654,2022-01-16,02:00:14.654,7662,45.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,98.0000
1642294815654,2022-01-16,02:00:15.654,7663,46.0000,1.0000,0.1000,0.1000,147.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,98.0000
1642294816669,2022-01-16,02:00:16.669,7664,46.0000,1.0000,0.1000,0.1000,147.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,98.0000
1642294817654,2022-01-16,02:00:17.654,7665,45.0000,1.0000,0.1000,0.1000,147.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,98.0000
1642294818653,2022-01-16,02:00:18.653,7666,47.0000,1.0000,0.1000,0.1000,147.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,98.0000
1642294819653,2022-01-16,02:00:19.653,7667,49.0000,1.0000,0.1000,0.1000,147.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,98.0000
1642294820653,2022-01-16,02:00:20.653,7668,49.0000,1.0000,0.1000,0.1000,147.0000,1.0000,1.0000,1.0000,1.0000,1.0000,147.0000,98.0000
1642294821637,2022-01-16,02:00:21.637,7669,51.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,147.0000,98.0000
1642294822652,2022-01-16,02:00:22.652,7670,51.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,147.0000,98.0000
1642294823652,2022-01-16,02:00:23.652,7671,50.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,147.0000,98.0000
1642294824636,2022-01-16,02:00:24.636,7672,50.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,147.0000,98.0000
1642294825652,2022-01-16,02:00:25.652,7673,47.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,149.0000,98.0000
1642294826651,2022-01-16,02:00:26.651,7674,49.0000,1.0000,0.1000,0.1000,150.0000,1.0000,1.0000,1.0000,1.0000,1.0000,149.0000,98.0000
1642294827651,2022-01-16,02:00:27.651,7675,54.0000,1.0000,0.1000,0.1000,150.0000,1.0000,1.0000,1.0000,1.0000,1.0000,149.0000,98.0000
1642294828651,2022-01-16,02:00:28.651,7676,54.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,149.0000,98.0000
1642294829651,2022-01-16,02:00:29.651,7677,52.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,149.0000,98.0000
1642294830651,2022-01-16,02:00:30.651,7678,52.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,150.0000,97.0000
1642294831666,2022-01-16,02:00:31.666,7679,54.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,150.0000,97.0000
1642294832650,2022-01-16,02:00:32.650,7680,48.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,150.0000,97.0000
1642294833634,2022-01-16,02:00:33.634,7681,48.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,150.0000,97.0000
1642294834665,2022-01-16,02:00:34.665,7682,48.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,150.0000,97.0000
1642294835665,2022-01-16,02:00:35.665,7683,48.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,97.0000
1642294836649,2022-01-16,02:00:36.649,7684,54.0000,1.0000,0.1000,0.1000,140.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,97.0000
1642294837664,2022-01-16,02:00:37.664,7685,49.0000,1.0000,0.1000,0.1000,140.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,97.0000
1642294838649,2022-01-16,02:00:38.649,7686,49.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,97.0000
1642294839648,2022-01-16,02:00:39.648,7687,47.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,97.0000
1642294840664,2022-01-16,02:00:40.664,7688,48.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294841664,2022-01-16,02:00:41.664,7689,45.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294842648,2022-01-16,02:00:42.648,7690,43.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294843663,2022-01-16,02:00:43.663,7691,43.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294844663,2022-01-16,02:00:44.663,7692,44.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294845647,2022-01-16,02:00:45.647,7693,47.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,98.0000
1642294846647,2022-01-16,02:00:46.647,7694,47.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,98.0000
1642294847662,2022-01-16,02:00:47.662,7695,48.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,98.0000
1642294848646,2022-01-16,02:00:48.646,7696,48.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,98.0000
1642294849646,2022-01-16,02:00:49.646,7697,48.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,98.0000
1642294850646,2022-01-16,02:00:50.646,7698,48.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,98.0000
1642294851646,2022-01-16,02:00:51.646,7699,50.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,98.0000
1642294852645,2022-01-16,02:00:52.645,7700,53.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,98.0000
1642294853645,2022-01-16,02:00:53.645,7701,53.0000,1.0000,0.1000,0.1000,147.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,98.0000
1642294854645,2022-01-16,02:00:54.645,7702,52.0000,1.0000,0.1000,0.1000,147.0000,1.0000,1.0000,1.0000,1.0000,1.0000,145.0000,98.0000
1642294855660,2022-01-16,02:00:55.660,7703,52.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,97.0000
1642294856644,2022-01-16,02:00:56.644,7704,52.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,97.0000
1642294857644,2022-01-16,02:00:57.644,7705,50.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,97.0000
1642294858675,2022-01-16,02:00:58.675,7706,50.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,97.0000
1642294859644,2022-01-16,02:00:59.644,7707,52.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,97.0000
1642294860659,2022-01-16,02:01:00.659,7708,49.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,97.0000
1642294861659,2022-01-16,02:01:01.659,7709,49.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,97.0000
1642294862643,2022-01-16,02:01:02.643,7710,49.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,97.0000
1642294863658,2022-01-16,02:01:03.658,7711,49.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,97.0000
1642294864674,2022-01-16,02:01:04.674,7712,49.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,146.0000,97.0000
1642294865658,2022-01-16,02:01:05.658,7713,49.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294866658,2022-01-16,02:01:06.658,7714,50.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294867673,2022-01-16,02:01:07.673,7715,50.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294868642,2022-01-16,02:01:08.642,7716,50.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294869657,2022-01-16,02:01:09.657,7717,50.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294870641,2022-01-16,02:01:10.641,7718,50.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294871641,2022-01-16,02:01:11.641,7719,50.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294872641,2022-01-16,02:01:12.641,7720,51.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294873640,2022-01-16,02:01:13.640,7721,53.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294874640,2022-01-16,02:01:14.640,7722,53.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294875640,2022-01-16,02:01:15.640,7723,59.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294876640,2022-01-16,02:01:16.640,7724,59.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294877639,2022-01-16,02:01:17.639,7725,55.0000,1.0000,0.1000,0.1000,142.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294878639,2022-01-16,02:01:18.639,7726,55.0000,1.0000,,,,,,,,,,
1642294878655,2022-01-16,02:01:18.655,7726,,,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294879639,2022-01-16,02:01:19.639,7727,55.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294880639,2022-01-16,02:01:20.639,7728,55.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294881654,2022-01-16,02:01:21.654,7729,55.0000,1.0000,0.1000,0.1000,144.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294882670,2022-01-16,02:01:22.670,7730,55.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294883654,2022-01-16,02:01:23.654,7731,48.0000,1.0000,0.1000,0.1000,145.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294884653,2022-01-16,02:01:24.653,7732,48.0000,1.0000,0.1000,0.1000,147.0000,1.0000,1.0000,1.0000,1.0000,1.0000,143.0000,97.0000
1642294885669,2022-01-16,02:01:25.669,7733,48.0000,1.0000,0.1000,0.1000,147.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294886653,2022-01-16,02:01:26.653,7734,48.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294887653,2022-01-16,02:01:27.653,7735,47.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294888668,2022-01-16,02:01:28.668,7736,47.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294889652,2022-01-16,02:01:29.652,7737,42.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,144.0000,97.0000
1642294890652,2022-01-16,02:01:30.652,7738,38.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,95.0000
1642294891667,2022-01-16,02:01:31.667,7739,38.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,95.0000
1642294892652,2022-01-16,02:01:32.652,7740,38.0000,1.0000,0.1000,0.1000,149.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,95.0000
1642294893651,2022-01-16,02:01:33.651,7741,38.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,95.0000
1642294894667,2022-01-16,02:01:34.667,7742,38.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,95.0000
1642294895651,2022-01-16,02:01:35.651,7743,31.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,95.0000
1642294896651,2022-01-16,02:01:36.651,7744,31.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,95.0000
1642294897650,2022-01-16,02:01:37.650,7745,31.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,95.0000
1642294898650,2022-01-16,02:01:38.650,7746,31.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,95.0000
1642294899650,2022-01-16,02:01:39.650,7747,31.0000,1.0000,0.1000,0.1000,140.0000,1.0000,1.0000,1.0000,1.0000,1.0000,148.0000,95.0000
1642294900650,2022-01-16,02:01:40.650,7748,31.0000,1.0000,0.1000,0.1000,140.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642294901649,2022-01-16,02:01:41.649,7749,31.0000,1.0000,0.1000,0.1000,140.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642294902649,2022-01-16,02:01:42.649,7750,30.0000,1.0000,0.1000,0.1000,140.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642294903649,2022-01-16,02:01:43.649,7751,38.0000,1.0000,0.1000,0.1000,138.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642294904649,2022-01-16,02:01:44.649,7752,38.0000,1.0000,0.1000,0.1000,138.0000,1.0000,1.0000,1.0000,1.0000,1.0000,142.0000,97.0000
1642294905664,2022-01-16,02:01:45.664,7753,39.0000,1.0000,0.1000,0.1000,135.0000,1.0000,1.0000,1.0000,1.0000,1.0000,140.0000,97.0000
1642294906664,2022-01-16,02:01:46.664,7754,39.0000,1.0000,0.1000,0.1000,135.0000,1.0000,1.0000,1.0000,1.0000,1.0000,140.0000,97.0000
1642294907648,2022-01-16,02:01:47.648,7755,39.0000,1.0000,0.1000,0.1000,134.0000,1.0000,1.0000,1.0000,1.0000,1.0000,140.0000,97.0000
1642294908648,2022-01-16,02:01:48.648,7756,41.0000,1.0000,0.1000,0.1000,134.0000,1.0000,1.0000,1.0000,1.0000,1.0000,140.0000,97.0000
1642294909663,2022-01-16,02:01:49.663,7757,43.0000,1.0000,0.1000,0.1000,134.0000,1.0000,1.0000,1.0000,1.0000,1.0000,140.0000,97.0000
1642294910647,2022-01-16,02:01:50.647,7758,44.0000,1.0000,0.1000,0.1000,134.0000,1.0000,1.0000,1.0000,1.0000,1.0000,136.0000,96.0000
1642294911663,2022-01-16,02:01:51.663,7759,44.0000,1.0000,0.1000,0.1000,134.0000,1.0000,1.0000,1.0000,1.0000,1.0000,136.0000,96.0000
1642294912663,2022-01-16,02:01:52.663,7760,44.0000,1.0000,0.1000,0.1000,134.0000,1.0000,1.0000,1.0000,1.0000,1.0000,136.0000,96.0000
1642294913647,2022-01-16,02:01:53.647,7761,43.0000,1.0000,0.1000,0.1000,134.0000,1.0000,1.0000,1.0000,1.0000,1.0000,136.0000,96.0000
1642294914662,2022-01-16,02:01:54.662,7762,43.0000,1.0000,0.1000,0.1000,138.0000,1.0000,1.0000,1.0000,1.0000,1.0000,136.0000,96.0000
1642294915677,2022-01-16,02:01:55.677,7763,46.0000,1.0000,0.1000,0.1000,138.0000,1.0000,1.0000,1.0000,1.0000,1.0000,135.0000,97.0000
1642294916646,2022-01-16,02:01:56.646,7764,46.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,135.0000,97.0000
1642294917661,2022-01-16,02:01:57.661,7765,46.0000,1.0000,0.1000,0.1000,141.0000,1.0000,1.0000,1.0000,1.0000,1.0000,135.0000,97.0000
1642294918661,2022-01-16,02:01:58.661,7766,44.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,135.0000,97.0000
1642294919661,2022-01-16,02:01:59.661,7767,44.0000,1.0000,0.1000,0.1000,143.0000,1.0000,1.0000,1.0000,1.0000,1.0000,135.0000,97.0000
1642294920645,2022-01-16,02:02:00.645,7768,40.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
1642294921645,2022-01-16,02:02:01.645,7769,40.0000,1.0000,0.1000,0.1000,146.0000,1.0000,1.0000,1.0000,1.0000,1.0000,141.0000,97.0000
