Time [ms],Date,Time,Rel.Time [s],Infinity|RESP.RR [BREATHS_PER_MIN],Infinity|ECG.PVC_RATE [BEATS_PER_MIN],Infinity|ECG.ST_LEAD_DERIVED_V5 [MM],Infinity|ECG.ST_LEAD_DERIVED_V2 [MM],Infinity|ECG.HR [BEATS_PER_MIN],Infinity|ECG.PP [PERCENT],Infinity|ECG.ARR [BEATS_PER_MIN],Infinity|NIBP.SYSTOLIC [MMHG],Infinity|NIBP.MEAN [MMHG],Infinity|NIBP.DIASTOLIC [MMHG],Infinity|SPO2.Pr [BEATS_PER_MIN],Infinity|SPO2.SATURATION [PERCENT]
1642287291550,2022-01-15,23:54:51.550,139,35.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,98.0000
1642287292566,2022-01-15,23:54:52.566,140,35.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,98.0000
1642287293534,2022-01-15,23:54:53.534,141,36.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,98.0000
1642287294565,2022-01-15,23:54:54.565,142,48.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287295565,2022-01-15,23:54:55.565,143,48.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287296534,2022-01-15,23:54:56.534,144,38.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287297565,2022-01-15,23:54:57.565,145,38.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287298549,2022-01-15,23:54:58.549,146,33.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287299549,2022-01-15,23:54:59.549,147,42.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,98.0000
1642287300548,2022-01-15,23:55:00.548,148,48.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,98.0000
1642287301532,2022-01-15,23:55:01.532,149,48.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,98.0000
1642287302548,2022-01-15,23:55:02.548,150,48.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,98.0000
1642287303548,2022-01-15,23:55:03.548,151,48.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,98.0000
1642287304563,2022-01-15,23:55:04.563,152,50.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287305547,2022-01-15,23:55:05.547,153,44.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287306531,2022-01-15,23:55:06.531,154,55.0000,1.0000,0.1000,,,,,,,,,
1642287306547,2022-01-15,23:55:06.547,154,,,,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287307547,2022-01-15,23:55:07.547,155,55.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287308546,2022-01-15,23:55:08.546,156,55.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287309546,2022-01-15,23:55:09.546,157,49.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,99.0000
1642287310562,2022-01-15,23:55:10.562,158,49.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,99.0000
1642287311546,2022-01-15,23:55:11.546,159,57.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,99.0000
1642287312546,2022-01-15,23:55:12.546,160,57.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,99.0000
1642287313561,2022-01-15,23:55:13.561,161,53.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,99.0000
1642287314545,2022-01-15,23:55:14.545,162,53.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,100.0000
1642287315545,2022-01-15,23:55:15.545,163,54.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,100.0000
1642287316560,2022-01-15,23:55:16.560,164,65.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,100.0000
1642287317544,2022-01-15,23:55:17.544,165,65.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,100.0000
1642287318544,2022-01-15,23:55:18.544,166,65.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,100.0000
1642287319560,2022-01-15,23:55:19.560,167,56.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,100.0000
1642287320544,2022-01-15,23:55:20.544,168,56.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,100.0000
1642287321543,2022-01-15,23:55:21.543,169,63.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,100.0000
1642287322559,2022-01-15,23:55:22.559,170,67.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,100.0000
1642287323543,2022-01-15,23:55:23.543,171,69.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,100.0000
1642287324543,2022-01-15,23:55:24.543,172,57.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,99.0000
1642287325542,2022-01-15,23:55:25.542,173,68.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,99.0000
1642287326542,2022-01-15,23:55:26.542,174,68.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,99.0000
1642287327542,2022-01-15,23:55:27.542,175,57.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,99.0000
1642287328542,2022-01-15,23:55:28.542,176,57.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,99.0000
1642287329542,2022-01-15,23:55:29.542,177,57.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,100.0000
1642287330541,2022-01-15,23:55:30.541,178,57.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,100.0000
1642287331541,2022-01-15,23:55:31.541,179,50.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,100.0000
1642287332541,2022-01-15,23:55:32.541,180,50.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,100.0000
1642287333541,2022-01-15,23:55:33.541,181,45.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,100.0000
1642287334572,2022-01-15,23:55:34.572,182,45.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287335540,2022-01-15,23:55:35.540,183,36.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287336540,2022-01-15,23:55:36.540,184,36.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287337571,2022-01-15,23:55:37.571,185,36.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287338539,2022-01-15,23:55:38.539,186,36.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287339539,2022-01-15,23:55:39.539,187,33.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287340570,2022-01-15,23:55:40.570,188,33.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287341539,2022-01-15,23:55:41.539,189,33.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287342538,2022-01-15,23:55:42.538,190,33.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287343570,2022-01-15,23:55:43.570,191,34.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287344538,2022-01-15,23:55:44.538,192,34.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287345553,2022-01-15,23:55:45.553,193,30.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287346569,2022-01-15,23:55:46.569,194,30.0000,1.0000,0.1000,0.1000,163.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287347537,2022-01-15,23:55:47.537,195,30.0000,1.0000,0.1000,0.1000,163.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287348553,2022-01-15,23:55:48.553,196,32.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287349537,2022-01-15,23:55:49.537,197,32.0000,1.0000,0.1000,0.1000,162.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287350537,2022-01-15,23:55:50.537,198,36.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287351552,2022-01-15,23:55:51.552,199,36.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287352536,2022-01-15,23:55:52.536,200,36.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287353552,2022-01-15,23:55:53.552,201,36.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287354551,2022-01-15,23:55:54.551,202,36.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287355535,2022-01-15,23:55:55.535,203,31.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287356551,2022-01-15,23:55:56.551,204,31.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287357551,2022-01-15,23:55:57.551,205,31.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287358535,2022-01-15,23:55:58.535,206,31.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287359550,2022-01-15,23:55:59.550,207,43.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,99.0000
1642287360550,2022-01-15,23:56:00.550,208,43.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,99.0000
1642287361565,2022-01-15,23:56:01.565,209,40.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,99.0000
1642287362549,2022-01-15,23:56:02.549,210,40.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,99.0000
1642287363549,2022-01-15,23:56:03.549,211,39.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,99.0000
1642287364580,2022-01-15,23:56:04.580,212,41.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287365549,2022-01-15,23:56:05.549,213,44.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287366548,2022-01-15,23:56:06.548,214,52.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287367564,2022-01-15,23:56:07.564,215,52.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287368548,2022-01-15,23:56:08.548,216,50.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287369548,2022-01-15,23:56:09.548,217,43.0000,1.0000,0.1000,0.1000,,,,,,,,
1642287369563,2022-01-15,23:56:09.563,217,,,,,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287370563,2022-01-15,23:56:10.563,218,50.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287371547,2022-01-15,23:56:11.547,219,50.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287372547,2022-01-15,23:56:12.547,220,50.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287373562,2022-01-15,23:56:13.562,221,50.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287374547,2022-01-15,23:56:14.547,222,48.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287375546,2022-01-15,23:56:15.546,223,53.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287376546,2022-01-15,23:56:16.546,224,53.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287377546,2022-01-15,23:56:17.546,225,42.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287378546,2022-01-15,23:56:18.546,226,47.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287379545,2022-01-15,23:56:19.545,227,58.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,100.0000
1642287380545,2022-01-15,23:56:20.545,228,58.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,100.0000
1642287381545,2022-01-15,23:56:21.545,229,65.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,100.0000
1642287382545,2022-01-15,23:56:22.545,230,66.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,100.0000
1642287383545,2022-01-15,23:56:23.545,231,69.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,168.0000,100.0000
1642287384544,2022-01-15,23:56:24.544,232,62.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,100.0000
1642287385575,2022-01-15,23:56:25.575,233,72.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,100.0000
1642287386544,2022-01-15,23:56:26.544,234,63.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,100.0000
1642287387559,2022-01-15,23:56:27.559,235,63.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,100.0000
1642287388575,2022-01-15,23:56:28.575,236,63.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,100.0000
1642287389543,2022-01-15,23:56:29.543,237,63.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,100.0000
1642287390558,2022-01-15,23:56:30.558,238,63.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,100.0000
1642287391558,2022-01-15,23:56:31.558,239,60.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,100.0000
1642287392542,2022-01-15,23:56:32.542,240,50.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,100.0000
1642287393558,2022-01-15,23:56:33.558,241,50.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,100.0000
1642287394558,2022-01-15,23:56:34.558,242,46.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,100.0000
1642287395557,2022-01-15,23:56:35.557,243,46.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,100.0000
1642287396557,2022-01-15,23:56:36.557,244,48.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,100.0000
1642287397572,2022-01-15,23:56:37.572,245,58.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,100.0000
1642287398541,2022-01-15,23:56:38.541,246,51.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,170.0000,100.0000
1642287399556,2022-01-15,23:56:39.556,247,57.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287400556,2022-01-15,23:56:40.556,248,76.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287401540,2022-01-15,23:56:41.540,249,72.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287402556,2022-01-15,23:56:42.556,250,82.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287403555,2022-01-15,23:56:43.555,251,82.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,99.0000
1642287404540,2022-01-15,23:56:44.540,252,76.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,99.0000
1642287405555,2022-01-15,23:56:45.555,253,76.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,99.0000
1642287406539,2022-01-15,23:56:46.539,254,76.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,99.0000
1642287407539,2022-01-15,23:56:47.539,255,68.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,99.0000
1642287408539,2022-01-15,23:56:48.539,256,68.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,165.0000,99.0000
1642287409554,2022-01-15,23:56:49.554,257,54.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,100.0000
1642287410538,2022-01-15,23:56:50.538,258,45.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,100.0000
1642287411538,2022-01-15,23:56:51.538,259,48.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,100.0000
1642287412569,2022-01-15,23:56:52.569,260,48.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,100.0000
1642287413537,2022-01-15,23:56:53.537,261,47.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,167.0000,100.0000
1642287414537,2022-01-15,23:56:54.537,262,47.0000,1.0000,0.1000,0.1000,165.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,100.0000
1642287415568,2022-01-15,23:56:55.568,263,47.0000,1.0000,0.1000,0.1000,163.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,100.0000
1642287416537,2022-01-15,23:56:56.537,264,47.0000,1.0000,0.1000,0.1000,163.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,100.0000
1642287417552,2022-01-15,23:56:57.552,265,47.0000,1.0000,0.1000,0.1000,163.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,100.0000
1642287418568,2022-01-15,23:56:58.568,266,47.0000,1.0000,0.1000,0.1000,163.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,100.0000
1642287419536,2022-01-15,23:56:59.536,267,47.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287420551,2022-01-15,23:57:00.551,268,47.0000,1.0000,0.1000,0.1000,164.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287421582,2022-01-15,23:57:01.582,269,47.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287422535,2022-01-15,23:57:02.535,270,47.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287423566,2022-01-15,23:57:03.566,271,47.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,164.0000,99.0000
1642287424566,2022-01-15,23:57:04.566,272,47.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287425535,2022-01-15,23:57:05.535,273,47.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287426550,2022-01-15,23:57:06.550,274,35.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287427534,2022-01-15,23:57:07.534,275,35.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287428534,2022-01-15,23:57:08.534,276,35.0000,1.0000,0.1000,0.1000,173.0000,1.0000,1.0000,1.0000,1.0000,1.0000,166.0000,99.0000
1642287429549,2022-01-15,23:57:09.549,277,29.0000,1.0000,0.1000,0.1000,173.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,99.0000
1642287430533,2022-01-15,23:57:10.533,278,27.0000,1.0000,0.1000,0.1000,173.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,99.0000
1642287431549,2022-01-15,23:57:11.549,279,27.0000,1.0000,0.1000,0.1000,173.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,99.0000
1642287432549,2022-01-15,23:57:12.549,280,27.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,99.0000
1642287433548,2022-01-15,23:57:13.548,281,27.0000,1.0000,0.1000,0.1000,172.0000,1.0000,1.0000,1.0000,1.0000,1.0000,172.0000,99.0000
1642287434548,2022-01-15,23:57:14.548,282,26.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,173.0000,99.0000
1642287435548,2022-01-15,23:57:15.548,283,42.0000,1.0000,0.1000,0.1000,171.0000,1.0000,1.0000,1.0000,1.0000,1.0000,173.0000,99.0000
1642287436563,2022-01-15,23:57:16.563,284,50.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,173.0000,99.0000
1642287437547,2022-01-15,23:57:17.547,285,54.0000,1.0000,0.1000,0.1000,170.0000,1.0000,1.0000,1.0000,1.0000,1.0000,173.0000,99.0000
1642287438547,2022-01-15,23:57:18.547,286,62.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,173.0000,99.0000
1642287439563,2022-01-15,23:57:19.563,287,62.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,98.0000
1642287440547,2022-01-15,23:57:20.547,288,60.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,98.0000
1642287441547,2022-01-15,23:57:21.547,289,60.0000,1.0000,0.1000,0.1000,169.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,98.0000
1642287442562,2022-01-15,23:57:22.562,290,70.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,98.0000
1642287443546,2022-01-15,23:57:23.546,291,70.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,171.0000,98.0000
1642287444546,2022-01-15,23:57:24.546,292,62.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287445561,2022-01-15,23:57:25.561,293,62.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287446545,2022-01-15,23:57:26.545,294,57.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287447545,2022-01-15,23:57:27.545,295,49.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,98.0000
1642287448561,2022-01-15,23:57:28.561,296,49.0000,1.0000,0.1000,0.1000,168.0000,1.0000,1.0000,,,,,
1642287448576,2022-01-15,23:57:28.576,296,,,,,,,,1.0000,1.0000,1.0000,169.0000,98.0000
1642287449560,2022-01-15,23:57:29.560,297,49.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,99.0000
1642287450544,2022-01-15,23:57:30.544,298,45.0000,1.0000,0.1000,0.1000,167.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,99.0000
1642287451544,2022-01-15,23:57:31.544,299,52.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,99.0000
1642287452544,2022-01-15,23:57:32.544,300,52.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,99.0000
1642287453544,2022-01-15,23:57:33.544,301,61.0000,1.0000,0.1000,0.1000,166.0000,1.0000,1.0000,1.0000,1.0000,1.0000,169.0000,99.0000
